OBJECTID,NAME,PLZ,GPLZ,CANTON,CANTON_NR,BFSNR,CASES,SUBMISSIONS,FRACTION,POPULATION_AGGREGATED,SUBMISSIONS_PER_100K,CASES_PER_100K,Shape__Area,Shape__Length
423,Billens,1681,1681,FR,10,2063,0,0,0,962,0,0,10405938.4487305,16037.9045290833
424,Dompierre VD,1682,1682,VD,22,5671,0,0,0,851,0,0,28592402.7744141,33833.9720059164
425,Brenles,1683,1683,VD,22,5675,0,0,0,409,0,0,14826758.9951172,19554.9512415992
426,Mézières FR,1684,1684,FR,10,2087,0,0,0,780,0,0,12602733.1914063,14675.1962351489
427,Villariaz,1685,1685,FR,10,2113,0,0,0,366,0,0,6819993.35302734,14833.3615541933
428,Grangettes-près-Romont,1686,1686,FR,10,2079,0,0,0,273,0,0,10049767.765625,22799.080916474
429,Vuisternens-devant-Romont,1687,1687,FR,10,2113,0,0,0,1157,0,0,17550879.1621094,32906.9128123828
430,Lieffrens,1688,1688,FR,10,2113,0,0,0,387,0,0,10632827.7729492,16076.8426947049
431,Le Châtelard-près-Romont,1689,1689,FR,10,2067,0,0,0,389,0,0,15816625.6855469,19118.4393314801
432,Villaz-St-Pierre,1690,1690,FR,10,2117,0,0,0,1770,0,0,22186033.953125,24337.0147992886
433,Villarimboud,1691,1691,FR,10,2117,0,0,0,554,0,0,11497612.4394531,16120.0141154953
434,Massonnens,1692,1692,FR,10,2086,0,0,0,537,0,0,9167709.67138672,15913.3585754205
435,Orsonnens,1694,1694,FR,10,2114,1,58,0.0172413793103448,1448,4005.52486,69.06077,31214362.6396484,31681.4535292097
436,Estavayer-le-Gibloux,1695,1695,FR,10,2236,0,0,0,1321,0,0,22021137.5751953,25959.3492646258
437,Vuisternens-en-Ogoz,1696,1696,FR,10,2236,0,0,0,1062,0,0,13069804.2739258,15103.133215584
438,La Joux FR,1697,1697,FR,10,2113,0,0,0,435,0,0,12790326.4614258,19340.4600391367
439,Bouloz,1699,1699,FR,10,2337,0,0,0,1232,0,0,20293740.7470703,25773.7068226752
440,Fribourg 1,1700,1700,FR,10,2196,17,1680,0.0101190476190476,36506,4601.98324,46.56769,22489600.3168945,25852.5087090666
441,Tafers,1712,1712,FR,10,2306,0,68,0,3321,2047.57603,0,21630531.4321289,23809.043058789
442,St. Antoni,1713,1713,FR,10,2302,0,51,0,1672,3050.23923,0,20929200.5908203,22276.4603147872
443,Heitenried,1714,1714,FR,10,2296,2,58,0.0344827586206897,1910,3036.64921,104.71204,34415880.7143555,27688.3927959051
444,Alterswil FR,1715,1715,FR,10,2291,0,81,0,1855,4366.57682,0,28864558.8037109,30270.64460252
445,Schwarzsee,1716,1716,FR,10,2299,2,60,0.0333333333333333,3313,1811.04739,60.36825,128773763.473145,67423.8498524788
446,St. Ursen,1717,1717,FR,10,2304,0,0,0,1326,0,0,29875240.5419922,31098.3296228823
447,Rechthalten,1718,1718,FR,10,2301,0,0,0,1232,0,0,18332499.574707,20521.0991849524
448,Brünisried,1719,1719,FR,10,2292,0,0,0,1067,0,0,10899721.5854492,14921.9911521865
449,Chésopelloz,1720,1720,FR,10,2183,2,116,0.0172413793103448,2705,4288.3549,73.93715,12526146.8720703,19747.8024997321
450,Cormérod,1721,1721,FR,10,2272,2,52,0.0384615384615385,2075,2506.0241,96.38554,24370978.3330078,23107.6800514945
451,Bourguillon,1722,1722,FR,10,2196,0,0,0,671,0,0,2131248.04492188,6016.8554858718
452,Villarsel-sur-Marly,1723,1723,FR,10,2230,3,290,0.0103448275862069,8390,3456.49583,35.75685,29644178.5561523,31193.2230911104
453,Bonnefontaine,1724,1724,FR,10,2220,1,138,0.0072463768115942,3693,3736.79935,27.07826,43525528.5742188,35140.3060842556
454,Posieux,1725,1725,FR,10,2233,3,92,0.0326086956521739,1337,6881.07704,224.38295,14578810.0961914,21112.99074734
455,Posat,1726,1726,FR,10,2236,0,88,0,2404,3660.56572,0,21393289.1000977,24397.0179930455
456,Corpataux,1727,1727,FR,10,2236,0,61,0,1335,4569.28839,0,9231793.61914063,16489.7572986857
457,Rossens FR,1728,1728,FR,10,2236,0,0,0,1396,0,0,11136040.980957,17309.8124684092
458,Ecuvillens,1730,1730,FR,10,2233,0,0,0,1176,0,0,11121899.9838867,15380.4975977062
459,Ependes FR,1731,1731,FR,10,2189,0,0,0,1096,0,0,11946528.5737305,14643.322227638
460,Arconciel,1732,1732,FR,10,2171,0,0,0,951,0,0,12975291.0063477,21274.337312084
461,Treyvaux,1733,1733,FR,10,2226,0,0,0,1559,0,0,24240101.8857422,28647.514342654
462,Tentlingen,1734,1734,FR,10,2307,0,0,0,1364,0,0,7652876.61816406,15766.3557956963
463,Giffers,1735,1735,FR,10,2294,1,51,0.0196078431372549,1662,3068.59206,60.16847,11466654.1879883,20585.7006150569
464,St. Silvester,1736,1736,FR,10,2303,0,0,0,908,0,0,14989708.4619141,20617.2367763765
465,Plasselb,1737,1737,FR,10,2300,0,0,0,1072,0,0,38179086.7124023,40472.3938770898
466,Sangernboden,1738,1738,BE,2,852,0,0,0,241,0,0,147207931.597656,80107.8004770169
467,Neyruz FR,1740,1740,FR,10,2211,3,149,0.0201342281879195,2576,5784.16149,116.45963,11842241.2021484,17138.5068663575
468,Cottens FR,1741,1741,FR,10,2186,0,56,0,1522,3679.36925,0,10643006.421875,15962.5300856476
469,Autigny,1742,1742,FR,10,2173,0,0,0,776,0,0,12658556.2138672,21022.6760872131
